date,regime,regime_name,period_name
2000-04-26,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
2000-04-26,2,BEAR,Dot-com Crash
2000-04-27,2,BEAR,Dot-com Crash
2000-04-28,2,BEAR,Dot-com Crash
2000-05-01,1,SIDEWAYS,Dot-com Crash
2000-05-02,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-03,2,BEAR,Dot-com Crash
2000-05-04,2,BEAR,Dot-com Crash
2000-05-05,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-08,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-09,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-10,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-11,2,BEAR,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-12,1,SIDEWAYS,Dot-com Crash
2000-05-15,1,SIDEWAYS,Dot-com Crash
2000-05-16,1,SIDEWAYS,Dot-com Crash
2000-05-17,1,SIDEWAYS,Dot-com Crash
2000-05-18,1,SIDEWAYS,Dot-com Crash
2000-05-19,1,SIDEWAYS,Dot-com Crash
2000-05-22,1,SIDEWAYS,Dot-com Crash
2000-05-23,2,BEAR,Dot-com Crash
2000-05-23,2,BEAR,Dot-com Crash
2000-05-23,2,BEAR,Dot-com Crash
2000-05-24,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-25,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-26,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-30,2,BEAR,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-05-31,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-01,1,SIDEWAYS,Dot-com Crash
2000-06-02,0,BULL,Dot-com Crash
2000-06-05,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-06,1,SIDEWAYS,Dot-com Crash
2000-06-07,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-08,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-09,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-12,1,SIDEWAYS,Dot-com Crash
2000-06-13,0,BULL,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-14,1,SIDEWAYS,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-15,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-16,0,BULL,Dot-com Crash
2000-06-19,0,BULL,Dot-com Crash
2000-06-20,0,BULL,Dot-com Crash
2000-06-21,0,BULL,Dot-com Crash
2000-06-22,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-23,1,SIDEWAYS,Dot-com Crash
2000-06-26,1,SIDEWAYS,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-27,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-28,0,BULL,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-29,1,SIDEWAYS,Dot-com Crash
2000-06-30,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-03,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-05,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-06,1,SIDEWAYS,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-07,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-10,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-11,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-12,0,BULL,Dot-com Crash
2000-07-13,0,BULL,Dot-com Crash
2000-07-14,0,BULL,Dot-com Crash
2000-07-17,0,BULL,Dot-com Crash
2000-07-18,1,SIDEWAYS,Dot-com Crash
2000-07-19,1,SIDEWAYS,Dot-com Crash
2000-07-20,0,BULL,Dot-com Crash
2000-07-21,0,BULL,Dot-com Crash
2000-07-24,0,BULL,Dot-com Crash
2000-07-25,1,SIDEWAYS,Dot-com Crash
2000-07-26,1,SIDEWAYS,Dot-com Crash
2000-07-27,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-28,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-07-31,1,SIDEWAYS,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-01,2,BEAR,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-02,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-03,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-04,1,SIDEWAYS,Dot-com Crash
2000-08-07,1,SIDEWAYS,Dot-com Crash
2000-08-08,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-09,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-10,1,SIDEWAYS,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-11,2,BEAR,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-14,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-15,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-16,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-17,1,SIDEWAYS,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-18,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-21,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-22,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-23,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-24,0,BULL,Dot-com Crash
2000-08-25,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-28,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-29,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-30,0,BULL,Dot-com Crash
2000-08-31,0,BULL,Dot-com Crash
2000-09-01,0,BULL,Dot-com Crash
2000-09-05,0,BULL,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-06,1,SIDEWAYS,Dot-com Crash
2000-09-07,0,BULL,Dot-com Crash
2000-09-08,0,BULL,Dot-com Crash
2000-09-11,0,BULL,Dot-com Crash
2000-09-12,1,SIDEWAYS,Dot-com Crash
2000-09-13,1,SIDEWAYS,Dot-com Crash
2000-09-14,1,SIDEWAYS,Dot-com Crash
2000-09-15,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-18,2,BEAR,Dot-com Crash
2000-09-19,2,BEAR,Dot-com Crash
2000-09-20,2,BEAR,Dot-com Crash
2000-09-21,2,BEAR,Dot-com Crash
2000-09-22,2,BEAR,Dot-com Crash
2000-09-25,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-26,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-27,2,BEAR,Dot-com Crash
2000-09-28,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-09-29,2,BEAR,Dot-com Crash
2000-10-02,2,BEAR,Dot-com Crash
2000-10-03,2,BEAR,Dot-com Crash
2000-10-04,2,BEAR,Dot-com Crash
2000-10-05,2,BEAR,Dot-com Crash
2000-10-06,2,BEAR,Dot-com Crash
2000-10-09,2,BEAR,Dot-com Crash
2000-10-10,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-11,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-12,2,BEAR,Dot-com Crash
2000-10-13,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-16,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-17,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-18,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-19,2,BEAR,Dot-com Crash
2000-10-20,2,BEAR,Dot-com Crash
2000-10-23,2,BEAR,Dot-com Crash
2000-10-24,1,SIDEWAYS,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-25,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
2000-10-26,2,BEAR,Dot-com Crash
